State,State Name,County,County Name,NAICS,NAICS Description,Enterprise Size,Firms,Establishments,Employment,Employment Noise Flag,"Annual Payroll
($1,000)",Annual Payroll Noise Flag
19,Iowa,105,Jones,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,36,J,613,H
19,Iowa,105,Jones,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,58,G,"1,062",H
19,Iowa,107,Keokuk,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,30,G,444,G
19,Iowa,109,Kossuth,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,71,H,837,H
19,Iowa,109,Kossuth,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,105,H,"1,307",G
19,Iowa,111,Lee,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,59,J,"1,275",J
19,Iowa,111,Lee,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,54,54,183,G,"2,693",G
19,Iowa,113,Linn,713,"Amusement, Gambling, and Recreation Industries",1: Total,48,51,999,H,"16,871",G
19,Iowa,113,Linn,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,238,239,"1,603",G,"44,910",G
19,Iowa,115,Louisa,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,9,G,183,J
19,Iowa,115,Louisa,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,31,J,380,G
19,Iowa,117,Lucas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,70,H,"1,375",H
19,Iowa,119,Lyon,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,13,J,394,G
19,Iowa,119,Lyon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,32,109,J,"1,644",G
19,Iowa,121,Madison,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,10,J,169,G
19,Iowa,121,Madison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,60,H,"1,158",G
19,Iowa,123,Mahaska,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,106,J,"1,363",H
19,Iowa,123,Mahaska,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,40,40,143,G,"2,444",G
19,Iowa,125,Marion,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,70,H,958,G
19,Iowa,125,Marion,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,56,56,293,G,"7,532",G
19,Iowa,127,Marshall,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,75,J,"2,567",G
19,Iowa,127,Marshall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,52,52,308,H,"5,576",G
19,Iowa,129,Mills,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,6,65,J,647,H
19,Iowa,129,Mills,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,42,G,828,G
19,Iowa,131,Mitchell,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,42,H,320,J
19,Iowa,131,Mitchell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,55,J,961,G
19,Iowa,133,Monona,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,122,J,"2,828",J
19,Iowa,133,Monona,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,28,H,380,G
19,Iowa,135,Monroe,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,31,J,421,G
19,Iowa,137,Montgomery,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,40,J,544,J
19,Iowa,137,Montgomery,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,61,J,"1,105",G
19,Iowa,139,Muscatine,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,191,J,"2,687",J
19,Iowa,139,Muscatine,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,54,54,278,H,"8,301",G
19,Iowa,141,O'Brien,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,16,J,267,G
19,Iowa,141,O'Brien,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,163,G,"3,407",G
19,Iowa,143,Osceola,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,33,G,532,G
19,Iowa,145,Page,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,41,41,141,G,"1,985",G
19,Iowa,147,Palo Alto,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,15,J,65,G
19,Iowa,147,Palo Alto,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,59,G,784,G
19,Iowa,149,Plymouth,713,"Amusement, Gambling, and Recreation Industries",1: Total,14,14,89,H,"1,463",H
19,Iowa,149,Plymouth,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,119,G,"1,709",G
19,Iowa,151,Pocahontas,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,17,G,184,G
19,Iowa,151,Pocahontas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,44,H,739,H
19,Iowa,153,Polk,713,"Amusement, Gambling, and Recreation Industries",1: Total,130,136,"2,327",G,"57,666",G
19,Iowa,153,Polk,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,606,613,"5,246",G,"244,856",G
19,Iowa,155,Pottawattamie,713,"Amusement, Gambling, and Recreation Industries",1: Total,25,26,388,H,"5,323",G
19,Iowa,155,Pottawattamie,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,91,92,396,G,"11,576",G
19,Iowa,157,Poweshiek,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,44,J,678,J
19,Iowa,157,Poweshiek,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,29,29,113,H,"2,694",G
19,Iowa,159,Ringgold,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,4,J,52,J
19,Iowa,159,Ringgold,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,14,J,238,H
19,Iowa,161,Sac,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,15,J,276,H
19,Iowa,161,Sac,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,43,H,610,G
19,Iowa,163,Scott,713,"Amusement, Gambling, and Recreation Industries",1: Total,55,60,953,G,"18,071",G
19,Iowa,163,Scott,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,165,167,"1,339",G,"34,327",G
19,Iowa,165,Shelby,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,20,J,308,H
19,Iowa,165,Shelby,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,64,G,"1,223",G
19,Iowa,167,Sioux,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,67,H,"1,757",H
19,Iowa,167,Sioux,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,86,86,435,G,"9,610",G
19,Iowa,169,Story,713,"Amusement, Gambling, and Recreation Industries",1: Total,27,29,308,G,"6,020",G
19,Iowa,169,Story,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,112,112,967,G,"35,391",G
19,Iowa,171,Tama,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,18,G,242,G
19,Iowa,171,Tama,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,58,G,821,G
19,Iowa,173,Taylor,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,21,G,257,G
19,Iowa,175,Union,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,35,J,408,H
19,Iowa,175,Union,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,18,18,53,G,770,G
19,Iowa,177,Van Buren,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,4,G,122,J
19,Iowa,179,Wapello,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,120,G,"1,741",G
19,Iowa,179,Wapello,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,41,41,177,G,"4,250",G
19,Iowa,181,Warren,713,"Amusement, Gambling, and Recreation Industries",1: Total,14,14,207,H,"4,891",H
19,Iowa,181,Warren,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,51,51,221,H,"4,957",G
19,Iowa,183,Washington,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,78,H,"1,073",H
19,Iowa,183,Washington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,42,42,173,H,"2,967",G
19,Iowa,185,Wayne,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,3,J,29,J
19,Iowa,185,Wayne,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,15,J,223,G
19,Iowa,187,Webster,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,110,G,"1,520",G
19,Iowa,187,Webster,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,51,51,222,G,"4,723",G
19,Iowa,189,Winnebago,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,102,H,"1,336",H
19,Iowa,189,Winnebago,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,112,G,"2,442",H
19,Iowa,191,Winneshiek,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,26,H,"1,013",G
19,Iowa,191,Winneshiek,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,35,35,182,G,"3,776",H
19,Iowa,193,Woodbury,713,"Amusement, Gambling, and Recreation Industries",1: Total,33,34,273,G,"5,523",G
19,Iowa,193,Woodbury,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,127,127,694,G,"18,857",G
19,Iowa,195,Worth,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,291,J,"8,598",J
19,Iowa,195,Worth,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,39,J,490,G
19,Iowa,197,Wright,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,15,G,231,H
19,Iowa,197,Wright,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,30,74,G,"1,348",G
19,Iowa,999,Statewide Iowa,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,46,H,"3,479",G
20,Kansas,1,Allen,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,46,H,608,G
20,Kansas,3,Anderson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,37,H,655,G
20,Kansas,5,Atchison,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,74,J,555,J
20,Kansas,5,Atchison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,29,29,166,J,"4,141",G
20,Kansas,7,Barber,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,3,G,48,H
20,Kansas,7,Barber,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,26,J,415,G
20,Kansas,9,Barton,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,47,H,597,G
20,Kansas,9,Barton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,55,55,250,H,"4,661",H
20,Kansas,11,Bourbon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,106,H,"2,828",G
20,Kansas,13,Brown,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,338,J,"10,230",J
20,Kansas,13,Brown,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,58,G,"1,196",H
20,Kansas,15,Butler,713,"Amusement, Gambling, and Recreation Industries",1: Total,12,13,298,G,"6,575",G
20,Kansas,15,Butler,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,71,71,341,G,"6,730",G
20,Kansas,17,Chase,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,12,J,428,H
20,Kansas,19,Chautauqua,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,18,G,217,G
20,Kansas,21,Cherokee,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,25,H,433,J
20,Kansas,21,Cherokee,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,87,H,"1,257",G
20,Kansas,23,Cheyenne,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,21,G,583,H
20,Kansas,25,Clark,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,15,J,278,G
20,Kansas,27,Clay,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,97,J,"1,266",G
20,Kansas,29,Cloud,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,3,G,27,J
20,Kansas,29,Cloud,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,32,144,G,"2,890",G
20,Kansas,31,Coffey,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,29,H,609,G
20,Kansas,33,Comanche,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,14,J,137,G
20,Kansas,35,Cowley,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,29,J,496,H
20,Kansas,35,Cowley,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,61,61,247,G,"3,927",G
20,Kansas,37,Crawford,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,139,G,"1,791",G
20,Kansas,37,Crawford,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,49,49,276,G,"5,682",G
20,Kansas,39,Decatur,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,13,G,87,H
20,Kansas,41,Dickinson,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,13,G,166,H
20,Kansas,41,Dickinson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,42,42,163,G,"3,139",H
20,Kansas,43,Doniphan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,32,H,277,H
20,Kansas,45,Douglas,713,"Amusement, Gambling, and Recreation Industries",1: Total,27,28,498,G,"8,477",G
20,Kansas,45,Douglas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,131,131,936,G,"36,275",G
20,Kansas,47,Edwards,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,8,J,51,G
20,Kansas,49,Elk,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,8,J,128,G
20,Kansas,51,Ellis,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,80,H,"1,238",H
20,Kansas,51,Ellis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,33,33,309,G,"6,948",G
20,Kansas,53,Ellsworth,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,17,J,266,J
20,Kansas,53,Ellsworth,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,29,J,533,H
20,Kansas,55,Finney,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,324,J,"2,182",J
20,Kansas,55,Finney,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,41,41,215,G,"5,461",G
20,Kansas,57,Ford,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,18,J,631,H
20,Kansas,57,Ford,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,30,187,H,"6,327",H
20,Kansas,59,Franklin,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,44,J,649,H
20,Kansas,59,Franklin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,34,34,134,G,"2,618",G
20,Kansas,61,Geary,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,71,J,"1,438",J
20,Kansas,61,Geary,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,33,309,G,"8,589",H
20,Kansas,63,Gove,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,20,H,197,G
20,Kansas,65,Graham,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,22,G,324,G
20,Kansas,67,Grant,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,39,H,668,H
20,Kansas,69,Gray,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,53,H,"1,378",G
20,Kansas,71,Greeley,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,8,J,101,G
20,Kansas,73,Greenwood,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,27,J,278,G
20,Kansas,75,Hamilton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,12,J,91,H
20,Kansas,77,Harper,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,46,J,558,G
20,Kansas,79,Harvey,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,104,J,"1,683",H
20,Kansas,79,Harvey,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,67,67,290,G,"6,031",G
20,Kansas,81,Haskell,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,10,J,125,J
20,Kansas,81,Haskell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,25,G,358,G
20,Kansas,83,Hodgeman,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,9,J,112,H
20,Kansas,85,Jackson,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,19,J,152,J
20,Kansas,85,Jackson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,44,J,949,G
20,Kansas,87,Jefferson,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,27,J,676,G
20,Kansas,87,Jefferson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,46,J,753,G
20,Kansas,89,Jewell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,10,J,118,H
20,Kansas,91,Johnson,713,"Amusement, Gambling, and Recreation Industries",1: Total,180,197,"4,077",G,"103,996",G
